Pod_Name,Node_Name,CPU_Requests (millicores),Memory_Requests (MiB),CPU_Limits (millicores),Memory_Limits (MiB),Container_Count,Resource_Utilization,Allocation_Strategy,Node_Labels
pod841,node4,6,559,10,1464,5,0.7365007542956931,Custom,label2
pod842,node2,8,891,12,1247,5,0.8719985982196863,Default,label3
pod843,node3,6,135,7,1142,3,0.30203450328725245,Custom,label3
pod844,node4,10,389,5,1133,4,0.6727856863795695,Custom,label2
pod845,node5,9,695,13,1140,1,0.6800485204594878,Default,label3
pod846,node2,9,138,11,435,3,0.22015002273340345,Default,label1
pod847,node2,5,540,10,697,5,0.9953273671354474,Default,label1
pod848,node1,6,702,12,283,5,0.773128774459087,Default,label1
pod849,node2,3,473,5,714,5,0.8868290621994614,Default,label1
pod850,node5,5,517,12,275,1,0.21612825886525133,Custom,label1
pod851,node4,9,981,12,678,2,0.49840962448218773,Default,label1
pod852,node3,8,443,12,817,3,0.28393222497299886,Custom,label1
pod853,node2,1,790,7,624,4,0.21922475346498438,Custom,label3
pod854,node5,2,288,8,708,5,0.05314407760376405,Custom,label1
pod855,node4,9,836,15,321,2,0.41669308960129914,Custom,label3
pod856,node3,6,188,8,631,3,0.25595029281559456,Custom,label3
pod857,node4,7,820,14,1388,1,0.7848054567969878,Custom,label1
pod858,node3,7,254,12,1537,3,0.38460666987489867,Default,label1
pod859,node4,8,835,9,1989,5,0.6447211206952327,Custom,label1
pod860,node3,1,248,8,1235,3,0.32331683036314685,Custom,label3
pod861,node4,7,511,8,773,1,0.8480127318646768,Custom,label1
pod862,node3,3,609,11,1140,1,0.5970876631393762,Default,label2
pod863,node1,2,519,12,352,3,0.5041812290617425,Custom,label2
pod864,node1,3,557,13,481,3,0.8733676975007325,Custom,label1
pod865,node3,8,554,5,1439,2,0.09409264562450825,Custom,label2
pod866,node3,2,474,14,1390,1,0.9641952795305095,Default,label2
pod867,node5,10,329,14,1551,4,0.8432850247551192,Default,label2
pod868,node2,8,365,15,1396,3,0.8679889472005676,Custom,label2
pod869,node3,5,383,7,1106,1,0.36680159323873274,Default,label1
pod870,node2,6,541,8,965,4,0.6871853782824959,Default,label2
pod871,node4,2,522,15,829,2,0.9438383581888498,Default,label2
pod872,node3,4,301,8,851,2,0.10523921161410754,Custom,label1
pod873,node5,4,397,14,843,3,0.7563052352639494,Custom,label1
pod874,node5,6,539,14,945,4,0.01920471937338797,Default,label2
pod875,node2,10,578,14,439,1,0.9148247167603709,Custom,label1
pod876,node2,5,317,11,1634,3,0.4406167377629596,Default,label3
pod877,node3,10,752,9,722,4,0.19247259981151366,Custom,label3
pod878,node3,6,634,14,452,1,0.5008636611856299,Custom,label1
pod879,node5,2,467,9,1376,2,0.7263700079928372,Default,label2
pod880,node1,9,118,7,515,4,0.3608709724933964,Custom,label1
pod881,node3,1,262,6,1694,4,0.05761183597938435,Custom,label3
pod882,node1,9,306,11,1689,1,0.7271073462232605,Custom,label3
pod883,node5,6,996,12,987,2,0.09567716985070829,Default,label1
pod884,node5,6,839,10,660,3,0.038093021426968465,Default,label3
pod885,node2,3,260,5,1227,2,0.29723607737907076,Custom,label2
pod886,node1,3,578,9,234,1,0.07161941980955133,Default,label1
pod887,node2,9,598,10,1564,4,0.12380181676397362,Custom,label2
pod888,node4,6,235,7,1223,3,0.4104263994977455,Default,label2
pod889,node2,7,102,9,1695,2,0.1569097422446334,Default,label2
pod890,node3,5,609,7,556,1,0.2841462536025512,Custom,label1
pod891,node1,1,603,13,1266,2,0.15499694467410652,Default,label2
pod892,node1,8,181,8,1809,2,0.49517007289187454,Custom,label2
pod893,node5,7,855,8,1581,2,0.9566900078257803,Default,label3
pod894,node3,4,801,15,354,5,0.9271326341371436,Default,label2
pod895,node2,3,791,14,1281,5,0.0030602489875581895,Custom,label2
pod896,node4,9,737,13,998,4,0.7705885922177811,Default,label3
pod897,node4,2,787,14,1095,3,0.8549971359584714,Default,label1
pod898,node5,9,262,15,1576,1,0.11737879767261228,Custom,label2
pod899,node4,3,856,15,1459,2,0.41047848934084996,Default,label3
pod900,node2,5,615,9,1395,4,0.1682639503365747,Custom,label1
pod901,node5,9,718,5,1749,2,0.6782427532260337,Custom,label3
pod902,node2,10,844,6,236,3,0.39384701737891004,Custom,label3
pod903,node1,3,752,11,1609,4,0.4117306774956766,Custom,label1
pod904,node5,4,562,9,1655,2,0.8020135802661257,Custom,label1
pod905,node1,3,925,14,1846,2,0.7393845134499567,Default,label2
pod906,node5,6,164,7,689,3,0.3934139995501318,Custom,label1
pod907,node1,1,385,7,1984,3,0.1455677859511344,Default,label3
pod908,node2,5,546,8,437,5,0.3652234694248161,Custom,label2
pod909,node3,2,958,11,1409,2,0.8151530441746158,Default,label2
pod910,node4,8,887,8,1392,2,0.49630667118377036,Custom,label3
pod911,node3,3,134,7,1594,2,0.650722165922371,Default,label2
pod912,node5,4,587,12,1066,1,0.03400701888798008,Custom,label3
pod913,node3,3,632,14,230,3,0.6510690576887096,Default,label2
pod914,node1,9,297,15,266,1,0.05948311747251611,Custom,label1
pod915,node2,5,264,6,954,3,0.9853808265299803,Default,label1
pod916,node5,10,328,13,1784,3,0.7359293045939772,Default,label3
pod917,node3,4,562,14,741,1,0.18344318229607015,Custom,label3
pod918,node2,4,676,8,1639,2,0.3745998921953819,Custom,label3
pod919,node4,10,658,13,334,2,0.0037939729730294136,Default,label1
pod920,node2,10,650,5,905,4,0.03213403594418707,Custom,label2
pod921,node4,5,292,11,439,3,0.028701213028802353,Default,label3
pod922,node1,9,190,6,1707,5,0.5756314132223348,Default,label3
pod923,node1,10,553,5,1816,4,0.378894862805897,Default,label1
pod924,node1,8,592,12,1226,5,0.6067398919350742,Custom,label1
pod925,node3,2,881,14,1630,5,0.9100139499966737,Custom,label2
pod926,node5,1,321,13,687,4,0.14321022603768163,Default,label3
pod927,node4,3,657,12,420,4,0.06576316842969532,Default,label2
pod928,node5,7,609,15,459,4,0.9677977891889008,Custom,label2
pod929,node1,5,806,11,1446,3,0.2786506882191394,Custom,label2
pod930,node3,7,704,10,922,5,0.2955774588224721,Default,label1
pod931,node3,2,349,7,914,3,0.9244552175175752,Default,label3
pod932,node4,8,790,12,730,2,0.6571959114492323,Default,label2
pod933,node5,10,507,14,1789,3,0.7191153896145618,Default,label2
pod934,node3,9,211,9,253,1,0.18621195614492525,Custom,label3
pod935,node4,2,878,11,880,1,0.3092287449659942,Default,label3
pod936,node1,1,830,11,727,5,0.23388258637405546,Custom,label3
pod937,node1,10,553,10,680,4,0.5963590333807526,Default,label3
pod938,node4,1,100,13,863,5,0.12569782720950984,Custom,label1
pod939,node2,1,909,15,1873,5,0.5369675389904482,Default,label1
pod940,node4,7,995,14,226,4,0.8585406683185919,Custom,label3
pod941,node1,5,131,7,986,2,0.422981610208114,Default,label2
pod942,node2,5,407,5,1542,4,0.9454856526283786,Custom,label3
pod943,node5,7,997,11,1485,2,0.6350436312641277,Default,label1
pod944,node1,8,380,7,1528,3,0.7269321301181113,Default,label1
pod945,node4,6,323,12,241,5,0.23385221799456957,Default,label1
pod946,node1,1,772,8,440,1,0.7166138114668111,Custom,label1
pod947,node2,9,920,14,1434,4,0.19797852443593644,Default,label1
pod948,node4,3,480,13,855,2,0.31783395263063063,Custom,label1
pod949,node3,3,418,7,722,1,0.8390703143137478,Custom,label1
pod950,node4,8,883,13,1197,3,0.5208984151586746,Custom,label2
pod951,node2,1,635,15,1657,1,0.21791354374935423,Custom,label1
pod952,node2,8,923,6,688,5,0.49474935302514667,Custom,label2
pod953,node4,3,305,12,989,1,0.38883797077454885,Custom,label1
pod954,node1,8,437,13,1758,1,0.0760494168880953,Custom,label1
pod955,node3,6,741,5,757,2,0.19820344370250986,Custom,label3
pod956,node1,1,205,5,1565,4,0.42017155712922605,Custom,label2
pod957,node1,5,369,9,763,1,0.7790901232077923,Custom,label2
pod958,node4,4,696,10,1054,5,0.6429000025546268,Custom,label2
pod959,node3,5,463,12,831,2,0.8313897478484346,Custom,label2
pod960,node2,9,917,7,883,4,0.3882636255113534,Custom,label3
pod961,node2,3,607,12,1614,4,0.14196598560649132,Custom,label2
pod962,node1,10,422,7,971,5,0.5599982168804307,Default,label1
pod963,node4,5,874,7,939,1,0.4484630077565239,Custom,label1
pod964,node2,5,494,11,325,1,0.4542452589791246,Custom,label2
pod965,node4,2,501,15,713,1,0.4771387131939939,Custom,label1
pod966,node4,9,149,14,529,4,0.7944178040441814,Custom,label3
pod967,node1,5,734,12,1850,5,0.43145967345301806,Custom,label3
pod968,node4,8,335,12,1649,2,0.6559940706486742,Default,label2
pod969,node2,8,715,14,1410,2,0.23754282724579034,Custom,label2
pod970,node2,2,369,10,640,1,0.25780901736891415,Default,label3
pod971,node4,4,309,6,1491,2,0.3568128091885324,Custom,label1
pod972,node5,3,263,14,556,4,0.33095970823586873,Default,label1
pod973,node3,4,642,6,841,2,0.48313330991331316,Default,label3
pod974,node2,1,289,5,1563,2,0.8539348014322937,Custom,label1
pod975,node5,9,331,7,1946,1,0.8464825802240007,Default,label3
pod976,node4,3,989,8,483,3,0.8938756408946145,Custom,label1
pod977,node5,2,483,8,1789,1,0.7147107494388463,Custom,label2
pod978,node2,9,570,6,1666,2,0.7340853372581757,Default,label1
pod979,node5,8,229,8,246,3,0.3818723437914904,Custom,label2
pod980,node1,2,136,12,965,2,0.8868570399235985,Custom,label3
pod981,node3,2,892,9,1201,1,0.15380260070731366,Default,label1
pod982,node5,7,892,10,1783,2,0.07440924850019404,Custom,label1
pod983,node5,1,990,12,1771,4,0.8567935872912407,Default,label2
pod984,node4,10,633,12,1631,4,0.9997823770163389,Custom,label2
pod985,node1,2,907,12,1479,2,0.9394574451018154,Default,label1
pod986,node4,9,172,13,585,4,0.6354982184781365,Custom,label1
pod987,node2,9,201,12,235,3,0.3881684694313,Custom,label2
pod988,node2,1,112,7,1761,3,0.5129949885314546,Custom,label1
pod989,node4,1,799,6,1839,4,0.82743877521431,Custom,label1
pod990,node1,4,546,5,410,1,0.9433456015090679,Custom,label1
pod991,node4,5,504,13,1507,4,0.9609026924991919,Default,label2
pod992,node2,7,686,10,274,1,0.307760002187367,Default,label2
pod993,node3,3,780,6,291,3,0.938290527985164,Default,label3
pod994,node3,8,886,15,342,4,0.8284807398155681,Custom,label3
pod995,node1,2,117,5,1580,1,0.12568833130791135,Default,label3
pod996,node2,9,534,8,1515,1,0.3347010135662275,Default,label1
pod997,node1,4,984,15,718,4,0.9969365883007285,Default,label1
pod998,node1,4,805,12,956,3,0.26887034786256947,Custom,label2
pod999,node3,10,283,6,697,1,0.4681520432868148,Custom,label3
pod1000,node1,6,353,12,235,1,0.6081840681771883,Default,label1
pod1001,node1,2,605,7,299,2,0.4901029390622784,Default,label1
pod1002,node2,9,803,13,1200,1,0.10452958903633769,Custom,label3
pod1003,node2,9,559,8,1592,3,0.9978946046265307,Custom,label1
pod1004,node3,7,636,6,239,1,0.5127679186679293,Default,label2
pod1005,node4,1,810,14,1969,1,0.41073538437746704,Custom,label3
pod1006,node1,5,315,10,836,5,0.0692705195460469,Custom,label1
pod1007,node3,2,823,7,350,4,0.0720186152042176,Custom,label1
pod1008,node4,4,795,14,512,5,0.06791743655930393,Custom,label2
pod1009,node5,9,490,13,1952,5,0.3401286414842797,Default,label2
pod1010,node5,6,910,5,420,1,0.5340212712056831,Custom,label3
pod1011,node2,5,288,15,275,4,0.39708748782271586,Default,label3
pod1012,node4,6,816,6,1318,4,0.42370919069799906,Default,label1
pod1013,node1,5,765,13,538,3,0.6963713298488603,Custom,label1
pod1014,node1,1,900,5,1883,1,0.685339141903282,Custom,label2
pod1015,node1,3,230,8,1853,1,0.11478699281306803,Custom,label3
pod1016,node2,1,760,14,579,3,0.7015454709301551,Custom,label1
pod1017,node4,6,235,7,290,5,0.9223705966806943,Custom,label2
pod1018,node3,9,595,7,1787,3,0.3978176343392954,Default,label2
pod1019,node1,2,591,12,1405,1,0.295308025754476,Custom,label3
pod1020,node4,3,131,6,1828,2,0.39093996141974063,Custom,label1
pod1021,node5,4,469,6,1557,2,0.06495368362626286,Default,label1
pod1022,node2,4,477,14,557,1,0.5508059254940679,Custom,label2
pod1023,node5,7,507,14,1626,4,0.5590740330777842,Default,label1
pod1024,node2,1,389,13,1070,4,0.19014701934689449,Default,label2
pod1025,node3,5,572,12,244,5,0.9618658576026152,Default,label2
pod1026,node4,4,557,15,1461,4,0.2843327279589182,Custom,label2
pod1027,node5,1,413,15,838,5,0.6099588259695281,Custom,label2
pod1028,node4,10,650,9,1313,1,0.5197141790668292,Custom,label1
pod1029,node2,8,118,6,526,5,0.7885025159720181,Custom,label3
pod1030,node3,10,399,15,873,1,0.08773355055829701,Default,label3
pod1031,node1,1,858,12,1266,1,0.7692789548238878,Default,label2
pod1032,node2,9,297,10,793,2,0.7760568627937182,Custom,label1
pod1033,node3,9,922,7,1874,2,0.26073886575760785,Custom,label1
pod1034,node4,4,365,6,229,2,0.37703990542107646,Default,label3
pod1035,node2,5,403,14,1443,5,0.3131715392137824,Custom,label3
pod1036,node4,2,727,13,1939,2,0.8838173754241043,Custom,label2
pod1037,node1,10,769,15,1357,1,0.13771107625063506,Custom,label2
pod1038,node5,2,857,11,972,5,0.7378946411456326,Default,label3
pod1039,node5,10,108,15,1992,2,0.10524357486468261,Default,label1
pod1040,node1,7,618,7,1294,5,0.15398006639162531,Custom,label2
pod1041,node2,10,638,8,1997,1,0.26844037245801744,Custom,label3
pod1042,node5,8,189,10,726,3,0.7188906595690162,Custom,label2
pod1043,node1,3,186,14,1881,5,0.8967751701082204,Custom,label3
pod1044,node2,2,397,7,946,4,0.09015765802284204,Default,label3
pod1045,node1,10,770,13,1900,1,0.8713495981398953,Default,label1
pod1046,node3,2,948,8,1683,1,0.16307623811274452,Custom,label2
pod1047,node5,3,489,6,1689,4,0.9233680835876152,Custom,label1
pod1048,node1,8,222,14,269,1,0.8951769558841095,Default,label3
pod1049,node3,1,814,6,1258,5,0.22032094773534883,Default,label3
pod1050,node4,5,826,14,240,1,0.6074352554767379,Default,label1
pod1051,node1,6,143,8,811,3,0.19851021927716317,Custom,label2
pod1052,node5,1,568,7,1603,1,0.46010173721535785,Default,label3
pod1053,node4,4,291,6,1143,4,0.23031667624211805,Default,label3
pod1054,node5,2,448,10,1258,3,0.5718755775950888,Default,label1
pod1055,node2,7,148,12,385,2,0.4287480700504993,Default,label2
pod1056,node5,3,886,15,1024,2,0.1328010835145439,Custom,label3
pod1057,node2,7,589,10,1702,5,0.20215746212638164,Custom,label3
pod1058,node4,1,815,7,568,2,0.6826772735401598,Custom,label2
pod1059,node3,5,203,7,1550,5,0.584498364876199,Default,label1
pod1060,node5,5,266,7,1139,3,0.537535365025224,Default,label3
pod1061,node3,2,912,8,412,4,0.6341436054603167,Default,label1
pod1062,node1,9,221,12,1579,1,0.04761206079705438,Default,label3
pod1063,node1,8,188,5,1182,3,0.08980030515691317,Custom,label1
pod1064,node2,1,608,7,1705,3,0.9114604525386695,Default,label1
pod1065,node3,4,768,12,862,5,0.9378418641771581,Custom,label2
pod1066,node1,3,373,12,513,2,0.46033817068352156,Default,label2
pod1067,node4,8,871,6,1236,1,0.7925779938671161,Default,label1
pod1068,node1,4,685,11,368,4,0.5810793064271764,Custom,label3
pod1069,node4,4,684,9,1103,5,0.5009035089187605,Default,label3
pod1070,node2,4,738,7,759,2,0.24545708948091705,Default,label3
pod1071,node2,2,751,9,351,1,0.2099557223077566,Custom,label2
pod1072,node1,5,784,12,754,3,0.21060684125353546,Default,label2
pod1073,node1,9,668,5,733,1,0.26950140083726126,Custom,label2
pod1074,node1,5,457,14,290,3,0.6535643238564727,Default,label2
pod1075,node3,2,195,6,285,1,0.01435778404038135,Default,label2
pod1076,node4,2,468,14,882,5,0.6523306787078456,Custom,label1
pod1077,node4,10,419,5,1698,5,0.2503582447170468,Default,label3
pod1078,node1,6,885,6,815,3,0.8684742422554094,Custom,label1
pod1079,node3,7,292,8,361,4,0.3929466457880836,Default,label2
pod1080,node2,4,262,15,476,4,0.635765480841552,Custom,label3
pod1081,node3,3,843,8,1830,1,0.0751182107561934,Default,label1
pod1082,node5,9,484,13,1770,4,0.5907942902085596,Default,label1
pod1083,node3,9,943,13,1006,3,0.7515189733551401,Default,label2
pod1084,node4,7,178,15,414,2,0.40962881592600864,Custom,label3
pod1085,node1,6,864,10,1720,3,0.16301141168951438,Default,label3
pod1086,node1,4,947,5,1516,3,0.3722228069488458,Default,label3
pod1087,node5,1,215,10,1857,2,0.9869329801548685,Default,label2
pod1088,node2,2,149,14,1437,2,0.30064098199854006,Default,label1
pod1089,node3,6,471,10,1361,5,0.9418526526089569,Default,label3
pod1090,node2,8,846,12,1230,4,0.2852252906059064,Custom,label3
pod1091,node3,2,360,6,460,1,0.08940480991378219,Default,label3
pod1092,node4,8,538,13,1536,5,0.7316695076194957,Default,label3
pod1093,node4,6,275,12,886,2,0.16375260368521816,Custom,label2
pod1094,node2,7,496,6,1989,3,0.954982123884485,Custom,label3
pod1095,node4,10,601,10,1990,1,0.8633006223842801,Custom,label3
pod1096,node3,4,147,5,281,5,0.35416611343300475,Custom,label2
pod1097,node3,9,600,10,1650,1,0.974490025827482,Custom,label2
pod1098,node3,10,499,11,1590,1,0.03288026745765915,Default,label1
pod1099,node1,10,611,8,479,4,0.3648912064065858,Default,label1
pod1100,node4,7,811,11,1819,5,0.13178813668144573,Custom,label2
pod1101,node4,9,338,10,744,5,0.5375979794048643,Custom,label1
pod1102,node3,2,525,11,1523,2,0.3864896373316773,Custom,label2
pod1103,node3,1,342,14,1829,2,0.8739841535148751,Custom,label2
pod1104,node1,3,184,10,222,4,0.5431167300798976,Custom,label3
pod1105,node3,7,644,9,544,3,0.2998559364263038,Default,label2
pod1106,node2,3,787,8,1367,2,0.9300433226990114,Custom,label1
pod1107,node2,3,507,13,1844,1,0.8717499032380048,Custom,label1
pod1108,node1,10,401,11,1133,4,0.026766254791830923,Custom,label1
pod1109,node3,8,458,6,993,4,0.9926074503969707,Default,label3
pod1110,node5,2,847,10,1916,3,0.3824112791918042,Custom,label1
pod1111,node1,3,639,6,1416,2,0.708811178479498,Default,label3
pod1112,node3,7,467,12,386,3,0.45805965103687674,Default,label2
pod1113,node4,4,700,7,1134,5,0.9079148193287656,Default,label3
pod1114,node4,9,697,12,794,5,0.5707606393309114,Custom,label2
pod1115,node3,3,441,11,1305,5,0.6024191710483642,Custom,label1
pod1116,node3,9,221,5,796,4,0.19057267952155388,Default,label2
pod1117,node5,5,612,15,1444,3,0.526295388395628,Custom,label3
pod1118,node3,1,843,11,1157,1,0.8516166059900478,Custom,label1
pod1119,node4,9,383,12,531,2,0.20417966046915048,Default,label3
pod1120,node1,3,946,9,752,2,0.4583635199660402,Default,label2
pod1121,node5,5,516,9,1266,3,0.7018648727952187,Default,label3
pod1122,node1,2,392,9,1828,4,0.9860085310696669,Custom,label1
pod1123,node5,10,979,12,1164,3,0.5941259760394783,Default,label2
pod1124,node2,1,941,8,824,4,0.2844020424966589,Default,label3
pod1125,node1,3,400,14,505,2,0.3630082810685936,Default,label2
pod1126,node4,6,971,9,1550,1,0.22857252395448868,Default,label3
pod1127,node3,2,425,5,1200,2,0.9061860109494579,Custom,label1
pod1128,node2,8,285,6,680,5,0.7147414557155062,Default,label2
pod1129,node2,6,651,12,1564,5,0.33020443666595445,Default,label3
pod1130,node3,2,900,6,902,5,0.5046972369787245,Custom,label2
pod1131,node4,7,277,12,340,3,0.535782372398926,Default,label1
pod1132,node1,8,210,15,316,2,0.6318379896440267,Custom,label3
pod1133,node2,9,443,8,511,3,0.11759347825382993,Custom,label1
pod1134,node3,2,432,13,1481,2,0.9693779610171716,Default,label2
pod1135,node1,4,257,15,1681,5,0.18366852063479788,Custom,label2
pod1136,node2,8,488,8,1045,5,0.43547187474470606,Default,label1
pod1137,node2,2,241,15,755,2,0.3651234791070027,Default,label2
pod1138,node3,8,217,10,1432,4,0.05449807634628778,Custom,label1
pod1139,node5,9,717,5,1801,5,0.04409107437424853,Custom,label1
pod1140,node2,10,345,14,549,5,0.9948952161756492,Default,label1
pod1141,node4,7,647,13,276,3,0.4882505288643979,Default,label3
pod1142,node2,7,622,8,1610,4,0.16394676938681974,Custom,label1
pod1143,node4,9,409,6,1098,4,0.3793450975691215,Default,label1
pod1144,node2,6,737,11,1706,2,0.5355338493525595,Default,label3
pod1145,node4,3,323,14,428,3,0.8369656071552835,Default,label1
pod1146,node3,4,444,8,1221,4,0.7437947891713398,Default,label2
pod1147,node5,4,277,15,247,1,0.09527573754059182,Default,label3
pod1148,node3,7,685,5,1410,1,0.4642805560737373,Custom,label3
pod1149,node3,2,479,11,835,1,0.8082872289391909,Custom,label3
pod1150,node1,7,209,9,938,1,0.8117500045198784,Default,label2
pod1151,node3,4,211,12,512,4,0.35899318349310505,Default,label3
pod1152,node3,9,721,5,876,4,0.5352637694727592,Custom,label2
pod1153,node1,5,930,6,1351,3,0.27204963163796314,Custom,label3
pod1154,node1,6,817,13,1387,1,0.1428559149427353,Default,label2
pod1155,node3,6,844,14,712,3,0.7784467419434739,Default,label3
pod1156,node2,7,655,15,775,2,0.8118919048707324,Default,label1
pod1157,node3,4,352,11,345,4,0.35428558092152074,Custom,label3
pod1158,node4,10,567,12,1331,3,0.5676041387172874,Default,label3
pod1159,node3,6,858,9,1614,2,0.952690110743193,Custom,label2
pod1160,node5,10,327,6,317,2,0.21974348029205315,Custom,label1
pod1161,node3,9,143,14,920,5,0.8600391758217184,Custom,label1
pod1162,node2,4,124,10,988,2,0.5626443301385875,Default,label1
pod1163,node2,2,772,12,1539,3,0.48798704601298937,Custom,label2
pod1164,node1,10,251,14,1976,2,0.00302330996310074,Default,label2
pod1165,node5,4,370,12,1131,5,0.2155925834893342,Default,label2
pod1166,node4,10,849,15,1287,3,0.7713022621435655,Default,label1
pod1167,node4,10,131,6,1122,3,0.24523705957371178,Default,label2
pod1168,node4,6,758,13,256,4,0.723252564713994,Default,label3
pod1169,node4,3,319,15,1839,2,0.8973710092542647,Default,label3
pod1170,node5,10,541,15,1224,4,0.4341923829748059,Custom,label3
pod1171,node1,7,766,12,1976,2,0.7318847874600513,Custom,label1
pod1172,node3,1,732,14,627,3,0.41748631150450044,Default,label3
pod1173,node1,9,600,8,1173,3,0.7967490366411806,Default,label1
pod1174,node1,5,247,9,234,4,0.1789650043973967,Default,label2
pod1175,node3,4,438,12,1591,1,0.3185120766856473,Default,label2
pod1176,node2,1,410,7,1697,2,0.9150615943583407,Default,label2
pod1177,node2,1,348,8,700,5,0.4940109994856746,Custom,label2
pod1178,node5,9,196,6,1742,4,0.3161648949243897,Default,label1
pod1179,node2,4,990,7,232,4,0.7459336342811392,Custom,label1
pod1180,node4,10,318,6,793,1,0.18143420214632144,Custom,label1
pod1181,node4,8,361,14,1169,3,0.8252294935342489,Custom,label1
pod1182,node5,10,633,13,330,4,0.5466945703227045,Default,label3
pod1183,node4,5,390,7,570,1,0.14661295011341746,Custom,label2
pod1184,node1,7,123,13,1141,2,0.8202388598554037,Default,label2
pod1185,node2,8,848,8,1725,1,0.09789680104905762,Custom,label3
pod1186,node3,3,195,15,1703,5,0.11190940852255049,Custom,label1
pod1187,node4,10,525,6,987,2,0.8406692456252386,Custom,label1
pod1188,node1,2,939,7,460,2,0.1877628390996987,Custom,label2
pod1189,node5,3,608,9,271,5,0.6573603333807582,Default,label3
pod1190,node5,8,274,10,312,4,0.5245512240892297,Custom,label3
pod1191,node3,6,716,12,1376,5,0.2890196252884404,Default,label3
pod1192,node5,8,973,13,1440,5,0.5179588079204531,Custom,label3
pod1193,node1,4,719,7,1929,1,0.4774788324219821,Default,label1
pod1194,node1,4,412,11,1035,4,0.8231923074481722,Default,label1
pod1195,node5,8,790,12,1219,4,0.8054592129105176,Custom,label1
pod1196,node5,2,597,5,1505,3,0.16395610533065896,Default,label3
pod1197,node2,1,382,9,483,5,0.06637979561270202,Custom,label3
pod1198,node2,5,223,9,1663,5,0.06772765708312722,Default,label2
pod1199,node5,9,956,12,1962,5,0.4865899730924883,Custom,label3
pod1200,node3,1,862,15,277,4,0.4241259074795102,Default,label1
pod1201,node3,7,177,5,1671,3,0.13747142512957933,Default,label3
pod1202,node5,2,537,9,452,3,0.5510600498092234,Default,label3
pod1203,node4,9,601,9,834,5,0.3231436376551068,Default,label2
pod1204,node3,2,179,10,984,5,0.7961533683731382,Default,label3
pod1205,node2,4,862,7,1960,1,0.9008572452149435,Default,label1
pod1206,node5,2,349,11,932,4,0.9640887195822905,Default,label3
pod1207,node5,4,907,14,1066,3,0.67858974159755,Custom,label3
pod1208,node2,8,824,12,373,5,0.35359480569325286,Default,label3
pod1209,node2,5,795,13,1761,5,0.8252748664517542,Default,label2
pod1210,node3,9,869,14,821,2,0.3204345718027539,Custom,label3
pod1211,node1,7,604,13,1578,4,0.16407150399636083,Default,label1
pod1212,node5,1,379,6,471,4,0.20324269952778407,Custom,label3
pod1213,node3,2,430,13,753,3,0.7530654266743027,Default,label2
pod1214,node1,3,162,10,1597,2,0.21120295652960042,Default,label1
pod1215,node1,8,968,13,896,4,0.8796480967647994,Default,label2
pod1216,node4,10,546,7,1770,4,0.018196811280125735,Custom,label2
pod1217,node5,10,841,6,1246,3,0.22441486265152832,Default,label2
pod1218,node3,6,908,9,1761,4,0.312268182425667,Custom,label3
pod1219,node2,8,841,11,1982,1,0.6212111697303596,Custom,label2
pod1220,node5,2,580,6,1622,5,0.16677241035905477,Default,label3
pod1221,node5,4,137,7,212,4,0.867077574900993,Default,label3
pod1222,node1,9,748,6,859,3,0.7372224429001616,Default,label2
pod1223,node2,1,817,7,1997,1,0.19486145640295893,Custom,label3
pod1224,node5,9,970,13,285,4,0.8633231240545735,Default,label2
pod1225,node3,6,248,13,712,1,0.6663698013059346,Custom,label1
pod1226,node4,8,973,5,468,4,0.5758616434838651,Custom,label2
pod1227,node5,6,252,13,345,2,0.4506335237574416,Custom,label2
pod1228,node1,9,209,8,1888,1,0.6504528157679506,Custom,label1
pod1229,node3,4,502,6,791,5,0.18823094639007765,Custom,label2
pod1230,node3,2,933,14,1904,4,0.5228232622741793,Custom,label2
pod1231,node1,5,997,9,1987,2,0.5954145060201406,Custom,label1
pod1232,node1,4,968,11,269,1,0.14868034583650724,Default,label1
pod1233,node5,6,972,14,1704,4,0.04002126743761425,Default,label1
pod1234,node3,10,237,13,1450,4,0.914520173222375,Custom,label1
pod1235,node1,6,543,6,1350,5,0.5188203259673976,Custom,label3
pod1236,node5,6,360,14,1311,1,0.1940518983742393,Custom,label2
pod1237,node1,3,204,15,1265,2,0.5655772519567835,Custom,label1
pod1238,node1,3,131,10,1351,5,0.2015451234718557,Custom,label1
pod1239,node1,2,969,11,214,2,0.7670519280252286,Custom,label3
pod1240,node5,3,233,7,1634,5,0.08351181628407389,Default,label2
pod1241,node2,8,453,9,1293,5,0.8489010964143469,Default,label2
pod1242,node2,1,247,5,1481,5,0.5929189964578824,Custom,label2
pod1243,node5,7,820,13,910,4,0.04539893921052296,Custom,label2
pod1244,node4,8,375,14,919,2,0.9934790862840657,Custom,label1
pod1245,node2,5,283,11,1887,2,0.930837676381056,Default,label3
pod1246,node3,8,202,8,1820,2,0.44942216705709026,Custom,label3
pod1247,node3,9,509,12,1332,1,0.18057155563926752,Default,label3
pod1248,node2,10,895,12,667,3,0.09944871253431953,Custom,label3
pod1249,node5,8,113,14,1907,4,0.44830009528704007,Custom,label3
pod1250,node1,9,513,7,452,5,0.41942541889863716,Custom,label2
pod1251,node2,1,285,9,1791,4,0.8861489913749622,Custom,label1
pod1252,node2,2,195,9,1452,2,0.7316112764497346,Default,label3
pod1253,node4,3,128,10,1877,3,0.13137782792312425,Custom,label2
